driver_id,name,phone,city,zone_id,vehicle_type,joining_date,account_age_days,is_active,kyc_status,aadhaar_verified,dl_verified,dl_expired,vehicle_rc_verified,bank_account_verified,bank_account_type,trips_last_30d,completion_rate_30d,cancel_rate_30d,dispute_rate_30d,cash_trip_ratio_30d,avg_rating_30d,night_trip_ratio_30d,avg_fare_30d,avg_distance_30d,total_trips_lifetime,monthly_earnings_avg,churn_risk,shared_device_flag,duplicate_account_flag,document_mismatch_flag,fraud_ring_id,ring_role
d8c552f6-2df4-44ae-a38d-2bd03a515539,Imran Raju,+918556754153,bangalore,blr_indiranagar,mini_truck,2023-07-05,1023,True,unverified,True,True,False,False,True,upi,49,0.9126,0.0374,0.0016,0.2171,4.48,0.0075,201.19,2.89,2347,18518.72,0.1039,False,False,True,,
511c527a-f572-4ccf-91b4-7d928697c130,Dinesh Ansari,+916954930660,bangalore,blr_whitefield,two_wheeler,2024-04-05,748,False,expired,False,True,False,True,True,bank,35,0.9191,0.0309,0.0029,0.0779,4.13,0.0654,55.05,3.37,1419,4025.57,0.2607,True,False,False,,
d2a50a2f-a147-40ca-a3c5-044fde0006d1,Pavan Nayak,+917791517254,bangalore,blr_jayanagar,mini_truck,2025-06-30,297,True,verified,True,True,False,True,True,upi,93,0.8953,0.0547,0.0003,0.2434,4.04,0.0333,610.89,17.48,1011,28102.98,0.0447,False,False,False,,
11d09b2f-b85e-4da2-bf63-9aadb9ec4cb5,Rajesh Singh,+918923481474,bangalore,blr_bannerghatta,two_wheeler,2024-10-26,544,True,verified,True,True,False,True,True,upi,84,0.9403,0.0097,0.0002,0.2226,4.36,0.0529,67.13,4.42,326,1168.34,0.2437,False,False,False,,
f210882e-41e6-406d-b07a-4372f67bdbf2,Ajay Shah,+919941813824,bangalore,blr_yeshwanthpur,two_wheeler,2024-02-07,806,True,verified,True,True,False,True,True,cash,55,0.8,0.15,0.1581,0.3,2.92,0.308,64.57,5.38,2640,6028.03,0.4579,False,False,False,,
7f93ed96-f2d3-4656-a4f9-522bf5c20705,Suresh Shetty,+919558527215,bangalore,blr_jayanagar,two_wheeler,2022-01-06,1568,True,verified,True,True,False,True,True,bank,44,0.9103,0.0397,0.0068,0.0991,4.77,0.0195,75.57,7.31,3423,4592.82,0.1803,False,False,False,,
94dfe02e-024e-4c44-829f-9fcede11e8f2,Nilesh Bhat,+918764631338,bangalore,blr_hebbal,two_wheeler,2024-03-02,782,True,verified,True,True,False,True,True,bank,18,0.835,0.115,0.0343,0.3308,3.22,0.05,102.58,10.24,2238,6378.45,0.4449,True,False,False,,
9432bec7-0e2b-4b17-afb5-2d72e2eb870e,Naresh Iyer,+917979973079,bangalore,blr_koramangala,mini_truck,2023-04-29,1090,True,verified,True,True,False,True,True,bank,41,0.9458,0.0042,0.0021,0.1097,4.3,0.0079,594.65,21.96,2252,18667.39,0.0417,False,False,False,,
ec79d88d-b031-49c7-9cc7-e27f0ea4f862,Ramesh Iyer,+916344023045,bangalore,blr_jayanagar,two_wheeler,2024-07-16,646,True,verified,True,True,False,True,True,bank,63,0.9059,0.0441,0.0045,0.1967,3.79,0.0205,92.11,6.31,1592,6968.58,0.4295,False,False,False,,
d4bc81b8-10d2-4099-966f-2a91dabdb060,Manish Mehta,+916970440978,bangalore,blr_bannerghatta,mini_truck,2022-08-31,1331,True,verified,True,True,False,True,True,upi,60,0.9485,0.0015,0.0012,0.1818,4.37,0.0192,611.01,23.52,2587,18178.92,0.1105,False,False,False,,
c1d4f1db-340f-42da-b77f-bec97a8fb93b,Murugan Singh,+918214531856,bangalore,blr_hebbal,three_wheeler,2024-10-16,554,True,verified,True,True,False,True,True,upi,86,0.9386,0.0114,0.0017,0.2072,4.38,0.0182,290.61,14.53,1115,9942.49,0.1327,False,False,False,,
895d6313-483c-4370-a52e-5df9d4fb920e,Rohan Gupta,+918234720301,bangalore,blr_electronic_city,two_wheeler,2025-05-03,355,True,verified,True,True,False,True,True,upi,64,0.9094,0.0406,0.0009,0.1743,3.88,0.0065,134.77,13.66,1310,9077.34,0.0854,False,False,False,,
f0fb9bcf-2568-4ad7-afb3-ccf4006c0f37,Raja Bansal,+916860990177,bangalore,blr_hebbal,two_wheeler,2021-06-02,1786,True,verified,True,True,False,True,True,upi,65,0.9492,0.0008,0.0013,0.1168,4.09,0.0383,112.36,9.84,3691,3254.95,0.2023,False,False,False,,
b492692e-3e36-4645-ab3c-c650e45ef94d,Ashok Rao,+917330716207,bangalore,blr_koramangala,two_wheeler,2024-11-15,524,False,verified,True,True,False,True,True,bank,66,0.904,0.046,0.0008,0.1945,4.24,0.0411,105.16,10.09,1161,4624.13,0.242,False,False,False,,
de9e5b9e-66ec-48cb-ba53-e6aee1080d19,Mohammed Murthy,+919699518226,bangalore,blr_rajajinagar,mini_truck,2021-01-19,1920,True,verified,True,True,False,True,True,upi,15,0.9303,0.0197,0.002,0.2004,4.44,0.0103,481.18,20.54,5517,28611.83,0.1498,False,False,False,,
07ceb6cf-47aa-4943-864c-75e3968f3a74,Sunil Naidu,+918663024676,bangalore,blr_rajajinagar,two_wheeler,2023-03-16,1134,True,verified,True,True,False,True,True,upi,83,0.9161,0.0339,0.0015,0.1806,3.58,0.0212,81.47,9.38,3370,7324.67,0.5559,False,False,False,,
be3ec8a3-d6e9-480a-bfe6-c7e7b34e7b16,Girish Siddiqui,+919446077829,bangalore,blr_koramangala,truck_14ft,2024-10-15,555,True,unverified,True,True,False,True,True,upi,72,0.9352,0.0148,0.0025,0.1578,4.46,0.0184,1597.83,53.29,732,22652.88,0.0309,False,False,False,,
5bea74ec-d12f-4948-a37a-ceda0680a23d,Sanjay Jain,+919902120993,bangalore,blr_koramangala,two_wheeler,2020-07-22,2101,True,verified,True,True,True,True,True,upi,48,0.8,0.15,0.0532,0.3946,1.93,0.3167,72.49,6.33,5450,6297.18,0.449,False,False,False,,
92bc7d75-272b-489b-bec2-38eaa8d10354,Manoj Verma,+917314038440,bangalore,blr_rajajinagar,mini_truck,2022-09-22,1309,True,verified,True,True,False,True,True,upi,41,0.9267,0.0233,0.0024,0.2215,4.27,0.0456,567.06,20.19,2839,21316.5,0.1822,False,False,False,,
05cc6f34-3191-4af5-a92d-d977273ca5d1,Raja Patel,+919906363322,bangalore,blr_indiranagar,three_wheeler,2023-12-10,865,True,verified,True,True,False,True,True,upi,106,0.9451,0.0049,0.0006,0.1841,4.44,0.0163,195.12,7.92,2500,10167.91,0.1004,False,False,False,,
9fd34d2d-be93-4a26-8c55-a6222f93c738,Mani Pillai,+917856871731,bangalore,blr_rajajinagar,mini_truck,2023-04-18,1101,True,verified,True,True,False,True,True,cash,73,0.9477,0.0023,0.0002,0.198,4.67,0.0674,377.11,10.44,1268,9925.05,0.1074,False,False,False,,
667f232a-603d-448b-a45d-23e8781f845c,Ashok Patel,+919779494126,bangalore,blr_koramangala,three_wheeler,2021-08-23,1704,True,verified,True,True,False,True,True,upi,43,0.9465,0.0035,0.0012,0.1964,4.46,0.065,279.61,12.03,3613,9039.72,0.0,False,False,False,,
5a7aafff-3ae2-429d-9c4c-d47e54d8b275,Rohan Mehta,+919428092163,bangalore,blr_koramangala,truck_14ft,2022-05-19,1435,True,verified,True,True,False,True,True,upi,80,0.9384,0.0116,0.0007,0.1904,4.01,0.0671,1117.18,16.81,5170,86030.68,0.0309,False,False,False,,
08aff75a-e4e6-4aad-b1f9-e6f1a7f6454a,Salman Chatterjee,+919340217478,bangalore,blr_bannerghatta,two_wheeler,2020-11-22,1978,True,unverified,True,True,False,True,True,upi,107,0.934,0.016,0.0043,0.1854,3.91,0.022,125.85,12.37,3033,4153.13,0.1637,False,False,False,,
a7cca329-1436-4174-a786-5253234af825,Shivakumar Iyer,+916973302571,bangalore,blr_whitefield,truck_14ft,2023-01-07,1202,True,verified,True,True,True,True,True,upi,67,0.9,0.05,0.043,0.2277,4.3,0.2187,810.17,13.87,3624,63210.38,0.1338,False,False,False,,
81bc0cf8-805b-44e6-9e60-f9485a882f07,Harish Shah,+916609871302,bangalore,blr_marathahalli,mini_truck,2022-02-08,1535,True,verified,True,True,False,True,True,upi,47,0.9231,0.0269,0.0002,0.1695,3.78,0.0408,766.27,20.94,5160,27389.81,0.2319,False,False,False,,
b36279ff-bbe9-4974-88fe-aa268812265b,Manoj Desai,+919464742512,bangalore,blr_bannerghatta,three_wheeler,2023-06-05,1053,True,pending,True,True,True,True,True,upi,45,0.942,0.008,0.0014,0.2722,4.47,0.0246,152.82,5.97,2942,8702.18,0.059,False,False,False,,
39af5ae6-9b45-4e58-b82a-050d358c3229,Sunil Mukherjee,+919892139451,bangalore,blr_yeshwanthpur,mini_truck,2025-12-16,128,True,verified,True,True,False,True,True,upi,57,0.9204,0.0296,0.0005,0.1312,4.83,0.0517,535.21,16.73,310,20551.54,0.0918,False,False,False,,
08c3b842-c237-46cb-a203-d08109cedc32,Mohan Murthy,+916254953996,bangalore,blr_indiranagar,mini_truck,2024-04-10,743,True,verified,True,True,False,True,True,upi,56,0.9258,0.0242,0.0007,0.171,4.14,0.0713,533.5,17.36,933,10568.36,0.1065,False,False,False,,
ec5ca424-86fe-4a29-ae0e-08482346ebf4,Arjun Rao,+917503306567,bangalore,blr_whitefield,mini_truck,2021-02-21,1887,True,verified,True,True,True,True,True,bank,58,0.9382,0.0118,0.0031,0.1598,4.25,0.0728,531.33,19.28,7081,28889.49,0.1303,False,True,False,,
5d4b0532-0427-4bdf-83ce-32245d8dc611,Babu Kumar,+919799869343,bangalore,blr_bannerghatta,two_wheeler,2022-09-15,1316,True,verified,True,True,False,True,True,upi,85,0.8979,0.0521,0.01,0.3193,3.98,0.0735,64.94,7.5,4000,6263.05,0.2382,False,False,False,,
afcfb6ac-90c3-4ec4-a15e-07cbae625727,Karthi Desai,+919939051501,bangalore,blr_koramangala,mini_truck,2021-01-23,1916,True,unverified,True,True,True,True,True,cash,55,0.9329,0.0171,0.003,0.1344,3.87,0.0309,200.0,2.0,7546,42622.89,0.0588,False,False,False,,
87366e51-c86e-4cb1-bf32-f322b8257fd1,Thirumalai Siddiqui,+916814635013,bangalore,blr_marathahalli,three_wheeler,2024-05-30,693,True,verified,True,True,False,True,True,upi,78,0.9324,0.0176,0.0015,0.2839,3.71,0.0394,270.73,11.6,1981,14351.62,0.263,False,False,False,,
1f64d66b-4b2e-4dd3-bd22-baa9c52e88eb,Mahesh Bhat,+919785772585,bangalore,blr_whitefield,two_wheeler,2026-02-17,65,True,verified,True,True,False,True,True,upi,90,0.9291,0.0209,0.0002,0.2226,4.51,0.0127,102.67,7.38,184,6589.66,0.4616,False,False,False,,
091ac4de-1638-4652-8dac-c160a3973dcc,Arjun Naidu,+918104694688,bangalore,blr_hebbal,three_wheeler,2024-01-10,834,True,verified,True,True,False,True,True,upi,86,0.934,0.016,0.0004,0.2522,4.74,0.0322,176.11,4.61,2796,13003.88,0.1252,False,False,False,,
43857fb2-31cf-49d7-bda4-18e774acfbff,Babu Babu,+917931309635,bangalore,blr_hebbal,two_wheeler,2025-06-02,325,True,verified,True,True,False,True,True,bank,66,0.915,0.035,0.0022,0.1911,3.81,0.0581,99.5,8.34,1108,7767.95,0.2441,False,False,False,,
8fa9e311-b321-49a3-b7c9-8ed74f8bfebf,Manish Patil,+916234749844,bangalore,blr_koramangala,two_wheeler,2023-05-22,1067,True,verified,True,True,False,True,True,upi,63,0.9064,0.0436,0.0001,0.1827,4.21,0.0068,77.15,6.88,3458,5212.32,0.2502,False,False,False,,
5867e5b1-dd0c-4fdc-8b05-bd737d19702a,Murugan Babu,+918423293216,bangalore,blr_hsr,two_wheeler,2023-11-14,891,True,verified,True,True,False,True,True,upi,66,0.9302,0.0198,0.0007,0.1976,4.91,0.0568,147.43,11.32,1678,3905.73,0.2548,False,False,False,,
831b4642-1fde-4b59-b5e7-e83944dcaab1,Girish Shah,+916453281505,bangalore,blr_koramangala,two_wheeler,2024-04-03,750,True,verified,True,True,False,True,True,upi,50,0.9126,0.0374,0.0014,0.1817,4.01,0.0144,44.47,1.48,793,2342.3,0.3337,False,False,False,,
e490bb44-48c2-4619-a0dd-530823429e4c,Rohan Naidu,+919836950477,bangalore,blr_indiranagar,truck_14ft,2025-11-21,153,True,verified,True,True,False,True,True,upi,95,0.9442,0.0058,0.0025,0.1881,4.21,0.0525,1288.54,16.56,218,25487.49,0.2094,False,False,False,,
432ac254-3538-4fa3-960b-4184300b894f,Imran Nayak,+916445771008,bangalore,blr_bannerghatta,two_wheeler,2024-10-13,557,True,unverified,False,True,False,False,True,upi,56,0.9418,0.0082,0.0032,0.2366,4.1,0.0322,149.47,11.08,1132,3269.91,0.2334,False,False,True,,
ea4972f0-3aea-4094-b2fc-0dc066939ebe,Vinod Agarwal,+918265811840,bangalore,blr_indiranagar,truck_14ft,2024-05-18,705,True,verified,True,True,False,True,True,upi,86,0.9489,0.0011,0.0027,0.2127,3.52,0.0308,1751.39,33.13,2398,64119.02,0.1575,False,False,False,,
dbb8c548-5839-4040-ba44-41e4c0abdb16,Thirumalai Ghosh,+918132454499,bangalore,blr_marathahalli,mini_truck,2024-11-17,522,True,verified,True,True,False,True,True,upi,46,0.9366,0.0134,0.0016,0.2146,4.65,0.0397,577.38,16.06,1053,15331.33,0.1286,False,False,False,,
222a83c7-5a37-409f-aecf-0a45f8755a96,Karthi Das,+917699914685,bangalore,blr_bannerghatta,two_wheeler,2021-04-29,1820,True,verified,True,True,False,True,True,bank,68,0.9486,0.0014,0.0036,0.1442,4.4,0.0094,75.65,7.12,5700,8556.36,0.1277,False,False,False,,
c0cacf0e-e6c7-451b-8bdb-5955a4bf544e,Rajan Hegde,+917258785464,bangalore,blr_electronic_city,three_wheeler,2020-06-08,2145,True,verified,True,True,False,True,True,upi,100,0.9317,0.0183,0.0017,0.1613,4.09,0.0595,238.81,12.02,5588,10149.7,0.0779,False,False,False,,
3f018475-6952-4883-a187-0c3f14703399,Venkatesh Murthy,+919548618651,bangalore,blr_whitefield,mini_truck,2021-12-04,1601,True,expired,True,True,True,False,True,upi,87,0.6898,0.2602,0.01,0.3966,4.35,0.1588,573.93,21.71,3552,21250.89,0.0625,False,False,True,,
310eb7a4-6201-4be0-9dbb-609ad5625183,Rohan Shukla,+919566790162,bangalore,blr_hsr,truck_17ft,2025-08-24,242,True,verified,True,True,False,True,True,upi,69,0.94,0.01,0.0023,0.1187,4.36,0.0444,1933.5,23.06,380,32253.94,0.0793,False,False,False,,
81d27209-bfcb-4496-aaca-f4fb1d6b65c8,Kiran Hegde,+916447986660,bangalore,blr_yeshwanthpur,truck_14ft,2025-02-11,436,True,pending,False,True,False,False,True,bank,99,0.9369,0.0131,0.0017,0.2625,4.44,0.0128,1578.94,44.51,911,48288.47,0.0062,False,True,True,,
8c38d724-9b28-4bae-8654-fb5a97dff08d,Babu Kumar,+916593082860,bangalore,blr_jayanagar,mini_truck,2023-04-01,1118,True,verified,True,True,False,True,True,upi,89,0.9197,0.0303,0.0021,0.1704,4.52,0.0071,641.0,25.1,2023,19564.21,0.0287,False,False,False,,
01a0e70c-2b9b-42c1-bd4a-3e42a9ed3881,Naresh Patel,+916227348744,bangalore,blr_rajajinagar,three_wheeler,2025-02-20,427,True,verified,True,True,False,True,True,bank,61,0.9203,0.0297,0.0028,0.2131,4.57,0.0341,172.7,9.39,1371,10641.54,0.0836,False,False,False,,
1980aca8-789b-4a26-a09a-9c46255d3c32,Vivek Pillai,+917151437711,bangalore,blr_bannerghatta,two_wheeler,2022-11-04,1266,False,verified,True,True,False,True,True,cash,67,0.7301,0.2199,0.0306,0.4663,4.0,0.05,56.2,3.5,3533,6164.03,0.3443,False,False,False,,
1c94790e-42cf-47e1-a302-eca9671a85e9,Harish Naidu,+916484319333,bangalore,blr_rajajinagar,two_wheeler,2021-05-11,1808,True,pending,False,True,False,True,True,upi,100,0.9072,0.0428,0.0018,0.0589,4.0,0.0316,106.87,8.03,2145,1999.53,0.2551,False,False,False,,
09876939-42ad-4ff6-a445-b1f4dbc9d095,Dinesh Kumar,+919769559895,bangalore,blr_marathahalli,truck_17ft,2026-03-13,41,True,verified,True,True,False,True,True,upi,94,0.9467,0.0033,0.0028,0.1461,4.13,0.0247,1770.81,24.72,78,55067.59,0.3025,False,False,False,,
b38f852a-fff9-4f21-a727-b911c48790f2,Harish Hegde,+919428027553,bangalore,blr_hsr,three_wheeler,2025-10-15,190,True,verified,True,True,False,True,True,bank,61,0.9469,0.0031,0.0011,0.1403,3.91,0.0215,283.96,19.93,456,11109.54,0.1639,False,False,False,,
bc9b614b-1108-43c0-b0a4-fa3a743e6f22,Umesh Sharma,+917382158645,bangalore,blr_rajajinagar,truck_14ft,2025-10-15,190,True,verified,True,True,False,True,True,upi,59,0.9116,0.0384,0.0056,0.1402,4.22,0.0295,888.48,23.75,236,19392.74,0.1538,False,False,False,,
25ae200a-949f-42b4-981f-c01f98b9f7ac,Satish Naidu,+919678192928,bangalore,blr_indiranagar,two_wheeler,2023-11-22,883,True,verified,True,True,False,True,True,cash,12,0.9453,0.0047,0.0012,0.2249,4.44,0.0341,80.69,7.75,2488,4449.02,0.2735,False,False,False,,
ba2e050f-bd91-465f-bd15-26bbc95c5114,Umesh Sharma,+919103803333,bangalore,blr_electronic_city,mini_truck,2021-06-15,1773,True,verified,True,True,True,True,True,bank,73,0.9373,0.0127,0.0025,0.0832,4.41,0.0742,526.68,17.73,4176,16135.57,0.1235,False,False,False,,
3481216c-ebfe-4d39-9d90-f238572e8c69,Mani Yadav,+916727472413,bangalore,blr_hsr,truck_17ft,2020-11-14,1986,True,expired,True,True,True,True,True,upi,55,0.8965,0.0535,0.0577,0.3435,4.2,0.05,1887.56,27.98,3975,52515.51,0.0728,False,False,False,,
cce21b62-caca-4f9a-85f4-a9317414abe6,Salman Mishra,+917905598452,bangalore,blr_marathahalli,two_wheeler,2021-09-23,1673,True,verified,True,True,False,True,True,bank,42,0.9474,0.0026,0.0001,0.0038,4.17,0.0244,117.98,15.0,5907,8073.46,0.0795,False,False,False,,
a4f4e869-729d-4d47-a0ee-d3d85480e365,Satish Agarwal,+916259849412,bangalore,blr_koramangala,truck_14ft,2025-02-23,424,True,verified,True,True,False,True,True,upi,61,0.9,0.05,0.0051,0.1893,4.08,0.0409,1287.13,28.74,1500,100744.03,0.0717,False,False,False,,
62d64307-d279-4986-a255-831344690c87,Ritesh Bansal,+918988166712,bangalore,blr_btm,two_wheeler,2023-12-04,871,True,verified,True,True,False,True,True,upi,45,0.9359,0.0141,0.0038,0.1629,4.63,0.0505,60.65,3.28,938,2916.15,0.2478,False,False,False,,
55f552c1-7bc8-4ab0-bf63-d4b2b19c6370,Arjun Dubey,+918509748910,bangalore,blr_koramangala,two_wheeler,2025-02-18,429,False,verified,True,True,False,True,True,upi,55,0.9451,0.0049,0.0013,0.1823,4.26,0.045,63.07,4.43,1324,7111.02,0.2214,False,False,False,,
f63c9a05-e620-4f7f-b80c-e3b0e12e8184,Ajay Hegde,+919365867948,bangalore,blr_btm,mini_truck,2023-05-15,1074,True,expired,False,True,False,True,True,bank,55,0.9331,0.0169,0.0002,0.1197,4.35,0.0322,468.49,16.05,2159,20449.72,0.0809,False,False,False,,
e404db1d-6735-43a2-8b40-1cfd8d75103b,Ibrahim Singh,+918457977118,bangalore,blr_hebbal,mini_truck,2022-08-23,1339,True,verified,True,True,True,True,True,bank,67,0.9498,0.0002,0.0012,0.1698,4.22,0.0337,765.43,29.87,4278,28261.21,0.1054,False,False,False,,
c11b0363-eb77-40e3-8a48-e98f0bca731a,Dinesh Babu,+917845491857,bangalore,blr_electronic_city,truck_14ft,2023-08-01,996,True,verified,True,True,False,True,True,upi,39,0.9275,0.0225,0.0,0.2277,4.14,0.0889,1488.2,53.26,1663,33985.38,0.0241,False,False,False,,
ae623df0-09bf-423a-b013-b5ab0fe42a7f,Raja Naidu,+918383940214,bangalore,blr_hsr,three_wheeler,2026-03-07,47,True,verified,True,True,False,True,True,bank,85,0.9334,0.0166,0.0013,0.1328,4.01,0.0345,143.35,7.13,102,10514.97,0.295,False,False,False,,
4a249be8-b6ca-4384-88db-83ee2b4e14d1,Prakash Dubey,+918969210540,bangalore,blr_btm,truck_17ft,2024-09-06,594,True,verified,True,True,False,True,True,cash,42,0.9424,0.0076,0.0022,0.1612,4.79,0.0429,3122.97,77.09,816,33173.01,0.1327,False,False,False,,
0f8eebf7-b02a-440d-97ad-e35312996062,Selvam Hegde,+916482281405,bangalore,blr_whitefield,two_wheeler,2022-12-01,1239,True,verified,True,True,False,True,True,upi,85,0.9339,0.0161,0.004,0.1169,4.52,0.0315,111.2,7.13,4159,6323.54,0.2122,False,False,False,,
d2481f5c-e648-49da-9824-f3145deca59a,Manoj Nair,+917646460211,bangalore,blr_jayanagar,truck_14ft,2023-07-30,998,True,expired,True,True,True,True,True,upi,76,0.9316,0.0184,0.0061,0.1675,4.58,0.0291,727.62,10.41,883,16202.91,0.0941,True,False,False,,
9dce6cc5-584e-48da-ac4f-4410508cb494,Babu Menon,+919152842409,bangalore,blr_yeshwanthpur,two_wheeler,2025-03-18,401,True,verified,True,True,False,True,True,upi,97,0.9436,0.0064,0.0027,0.1432,4.26,0.022,76.43,8.02,919,3509.66,0.2818,False,False,False,,
2a9dda5e-6fb2-4812-aafb-e00e7ad30286,Arjun Desai,+918823398293,bangalore,blr_hsr,two_wheeler,2024-03-29,755,True,verified,True,True,True,True,True,upi,70,0.9469,0.0031,0.0003,0.1768,4.32,0.0588,81.57,6.57,2850,7932.91,0.1646,False,False,False,,
9b11830f-32c4-450f-9bef-e087b23d1916,Abdul Pandey,+919477984189,bangalore,blr_jayanagar,three_wheeler,2022-04-30,1454,True,pending,True,True,True,True,True,upi,15,0.9208,0.0292,0.0011,0.1502,4.36,0.0355,259.14,11.63,5810,18594.82,0.1084,False,False,False,,
495fb756-8dc3-48e0-94f2-5d1510ee3442,Harish Bansal,+918364227497,bangalore,blr_indiranagar,truck_14ft,2024-01-27,817,True,verified,True,True,True,True,True,bank,85,0.8874,0.0626,0.01,0.4347,4.45,0.1906,1364.67,60.0,1739,45451.68,0.162,False,False,False,,
2f838574-327f-4c32-b43f-285940a3863b,Lokesh Shaikh,+919409083361,bangalore,blr_electronic_city,mini_truck,2025-03-09,410,True,pending,True,False,False,True,True,upi,65,0.9436,0.0064,0.0005,0.1813,4.64,0.0144,692.93,24.31,1366,29780.0,0.0706,False,True,True,,
a4b73754-870c-42d3-ad37-738b575e4705,Santosh Desai,+919516489507,bangalore,blr_koramangala,two_wheeler,2025-04-03,385,True,verified,True,True,False,True,True,bank,72,0.9248,0.0252,0.0012,0.1682,4.49,0.0597,115.41,12.7,331,2108.51,0.1621,False,False,False,,
f9b19472-28a5-4a93-86b2-e0a8e8a93e73,Anil Mishra,+917317617111,bangalore,blr_btm,three_wheeler,2022-06-22,1401,True,expired,True,True,True,True,True,upi,46,0.9162,0.0338,0.0027,0.1798,4.43,0.0211,266.78,18.61,5449,21287.02,0.1516,False,False,False,,
af869a02-cb47-4ae6-80b4-bcc8b6d1c2fd,Salman Iyer,+917964958040,bangalore,blr_hsr,two_wheeler,2022-07-11,1382,True,verified,True,True,False,True,True,bank,74,0.9406,0.0094,0.0016,0.0812,4.26,0.0342,103.49,8.82,4563,8088.05,0.1368,False,False,False,,
16b96c38-105f-4f72-b41f-06976872e841,Salman Kumar,+916252897663,bangalore,blr_btm,two_wheeler,2024-06-15,677,True,verified,True,True,False,True,True,bank,49,0.9487,0.0013,0.0026,0.1864,4.47,0.0458,65.49,6.46,1234,4114.97,0.4032,False,False,False,,
a5ef681f-8815-4aa2-a1c7-87388ed1411c,Imran Gupta,+917831535553,bangalore,blr_rajajinagar,two_wheeler,2021-09-29,1667,True,verified,True,True,False,True,True,upi,78,0.9417,0.0083,0.0023,0.1424,4.52,0.0964,77.96,6.9,4919,7111.52,0.1673,False,False,False,,
7b4ab411-6a1b-40d3-97d9-4bb6b9e0aceb,Umesh Patel,+918203981504,bangalore,blr_marathahalli,mini_truck,2020-11-02,1998,True,expired,True,True,False,False,True,bank,59,0.9343,0.0157,0.001,0.2911,4.37,0.0156,563.89,26.04,3797,15717.44,0.0687,True,False,True,,
0b7d9325-670b-4bf1-a7b1-6c04ada2e95a,Basavaraj Shaikh,+916355334695,bangalore,blr_indiranagar,truck_14ft,2022-10-12,1289,True,verified,True,True,False,True,True,upi,76,0.9363,0.0137,0.0021,0.1423,4.37,0.0614,1560.15,24.92,5165,99732.75,0.1285,False,False,False,,
bc045910-b003-48cf-9965-fa245d5e3ec3,Vijay Patel,+916101924266,bangalore,blr_hebbal,two_wheeler,2022-01-26,1548,True,verified,True,True,False,True,True,cash,95,0.9359,0.0141,0.0011,0.1085,3.99,0.0807,79.34,6.42,5161,8417.31,0.0,False,False,False,,
e4227808-eac0-470e-aabb-3599905ee86f,Praveen Siddiqui,+916656255904,bangalore,blr_hsr,three_wheeler,2023-02-03,1175,True,unverified,True,True,False,True,True,bank,71,0.9096,0.0404,0.0007,0.1438,4.29,0.0077,297.9,15.16,3684,13836.47,0.1687,False,False,False,,
57028d8f-1055-47d4-a341-b4c1954a49f1,Rohan Pandey,+918646921530,bangalore,blr_bannerghatta,two_wheeler,2024-01-06,838,True,verified,True,True,False,True,True,upi,54,0.9167,0.0333,0.0,0.0887,4.53,0.053,76.32,5.53,2701,5956.61,0.2378,False,False,False,,
2a46c414-455d-4f4f-9795-b5d61bd8a23d,Manoj Ghosh,+919615617273,bangalore,blr_koramangala,truck_17ft,2020-12-19,1951,True,verified,True,True,True,True,True,upi,38,0.9203,0.0297,0.0065,0.1851,4.68,0.0493,2019.62,62.96,3699,55056.48,0.0905,False,False,False,,
2728c376-371b-4e8f-9dee-cace5dfa2fc1,Harish Mehta,+917153978064,bangalore,blr_btm,mini_truck,2021-04-18,1831,True,verified,True,True,False,True,True,bank,48,0.9498,0.0002,0.0018,0.1883,5.0,0.05,297.24,2.0,6814,32347.13,0.0224,False,False,False,,
415a5f35-1829-4dcb-b49d-41d0418e1bde,Rohan Ghosh,+918301565665,bangalore,blr_whitefield,three_wheeler,2022-03-24,1491,True,verified,True,True,True,True,True,upi,32,0.9355,0.0145,0.0006,0.1495,4.03,0.0222,173.79,11.5,3272,9981.91,0.0461,False,False,False,,
88786705-6be1-4a1e-8759-8b48093fcec3,Manoj Agarwal,+919308205092,bangalore,blr_hebbal,mini_truck,2022-06-05,1418,True,verified,True,True,False,True,True,bank,80,0.9401,0.0099,0.007,0.2545,4.46,0.045,357.75,8.96,3680,21979.06,0.1416,False,False,False,,
ee12f6b1-6848-496a-9361-efb724a52810,Praveen Shetty,+919159876848,bangalore,blr_btm,three_wheeler,2025-08-21,245,True,verified,True,True,False,True,True,bank,61,0.9285,0.0215,0.003,0.1312,4.08,0.0245,144.56,6.3,570,9772.45,0.0966,False,False,False,,
cfe28762-5e51-49e7-ab03-6f14611daee1,Raja Garg,+919995879075,bangalore,blr_whitefield,two_wheeler,2022-06-05,1418,True,verified,True,True,True,True,True,upi,82,0.9027,0.0473,0.0044,0.1795,4.18,0.111,107.94,11.05,3482,4752.39,0.3018,False,False,False,,
2cc5a796-b70d-457c-91f2-aab31d126c72,Rohan Swamy,+916305538952,bangalore,blr_btm,two_wheeler,2024-02-15,798,True,unverified,True,True,False,True,True,upi,99,0.9494,0.0006,0.0014,0.1623,4.43,0.0579,107.96,8.28,2641,7742.73,0.2598,False,False,False,,
61b5d43f-693e-4d24-aac1-3c3de9fbcc43,Vinod Bhat,+919860138245,bangalore,blr_hsr,two_wheeler,2024-12-27,482,True,verified,True,True,False,True,True,cash,42,0.9463,0.0037,0.0016,0.288,4.54,0.0134,101.72,9.5,1409,6975.91,0.2816,False,False,False,,
